File,Language,Transcription,Normalized Transcription
09-swallowing_gain@9+ws-190430_1429-002.wav,nn,"구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 구독","구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 구독"
09-swallowing_gain@9+ws-190430_1429-003.wav,nn,💛,💛
09-swallowing_gain@9+ws-190430_1429-004.wav,nn,💛,💛
09-swallowing_gain@9+ws-190430_1429-005.wav,nn,💛,💛
09-swallowing_gain@9+ws-190430_1429-006.wav,nn,💛,💛
10-10_throat_gargle_water-200106_1549-001.wav,en,Thank you.,Thank you.
10-10_throat_gargle_water-200106_1549-002.wav,en,Thank you.,Thank you.
10-10_throat_gargle_water-200106_1549-003.wav,en,Thank you.,Thank you.
10-10_throat_gargle_water-200106_1549-004.wav,en,Who are you?,Who are you?
10-10_throat_gargle_water-200106_1549-005.wav,en,You,You
